name,protocol,floor,room,token
CoAP-F03-R403,CoAP,3,403,i00WrbQOVntedW0YVZAF
CoAP-F03-R404,CoAP,3,404,v7RzUOCif7lVrAz6isoc
CoAP-F03-R405,CoAP,3,405,nVaNvO8XFCM8MfE8f4H1
CoAP-F03-R406,CoAP,3,406,NWErnJEXTrcjuiLEmu0f
CoAP-F03-R407,CoAP,3,407,PqjwG9GA4K35VyFkRxK7
CoAP-F03-R408,CoAP,3,408,BBmHoKpBNJul1jL8ZvtC
CoAP-F03-R409,CoAP,3,409,94O78ZSdjSDi5AzkMsep
CoAP-F03-R410,CoAP,3,410,ifDV6F6X5fITjB5dUX68
MQTT-F04-R401,MQTT,4,401,NpkOnBCjNbsRhryx80Dr
MQTT-F04-R402,MQTT,4,402,Ez31fwUKIS6i0Hf69JXY
MQTT-F04-R403,MQTT,4,403,uAiPZ5dvuRv1CL3tcFfR
MQTT-F04-R404,MQTT,4,404,PcuGEhUyrdpEXa3fuWIb
MQTT-F04-R405,MQTT,4,405,jT84wxnjnZiteTF2Tw2y
MQTT-F04-R406,MQTT,4,406,dyI5CYmpFc2ECj6aCTaI
MQTT-F04-R407,MQTT,4,407,kqY3KfdxomWumcTW3A0N
MQTT-F04-R408,MQTT,4,408,Q7599xV3bpdpjEImP1CG
MQTT-F04-R409,MQTT,4,409,rAauE9PEJyf4KpPmNzSC
MQTT-F04-R410,MQTT,4,410,foz547cr7WvPNwKT9aEP
CoAP-F04-R501,CoAP,4,501,Ib9jsAsAQvl31kfycT6I
CoAP-F04-R502,CoAP,4,502,KWvrpBphae0d2PuzOH4u
CoAP-F04-R503,CoAP,4,503,BP6iXhk5NHfHArDXZfO2
CoAP-F04-R504,CoAP,4,504,9iwL6DJjPbyh1XWRUWUB
CoAP-F04-R505,CoAP,4,505,Q2Jt5YR1UGW65ystof56
CoAP-F04-R506,CoAP,4,506,5k6CVIUuIcfidBRPM1E7
CoAP-F04-R507,CoAP,4,507,LaF2OAOw8VyxRtXFKouK
CoAP-F04-R508,CoAP,4,508,LPXYt8wl5xG1II8seOef
CoAP-F04-R509,CoAP,4,509,nBoc5USBHVxgQZ4DwqB4
CoAP-F04-R510,CoAP,4,510,KXpOa5pJLUF5nyeFJ3EH
MQTT-F05-R501,MQTT,5,501,iG5kNSIhxgxA1PRb0v3D
MQTT-F05-R502,MQTT,5,502,cZQnz2cHxovIyZl0M5kJ
MQTT-F05-R503,MQTT,5,503,sVvtivM94k9BHCzedZmf
MQTT-F05-R504,MQTT,5,504,GR0c5NZYOBqaRFh1ldl8
MQTT-F05-R505,MQTT,5,505,nIz7cNPzq0f0wbDZzVnu
MQTT-F05-R506,MQTT,5,506,oWG7l5nIZR03SiR2QHUA
MQTT-F05-R507,MQTT,5,507,KSc7FD0zujIwibn732YV
MQTT-F05-R508,MQTT,5,508,aSKQPfnFLlzdVO6ObA3P
MQTT-F05-R509,MQTT,5,509,FzAqRijYAEW57h5NY45n
MQTT-F05-R510,MQTT,5,510,KWLRlfgIPAgiAyg8XNcb
CoAP-F05-R601,CoAP,5,601,CCnqYJIUsuvC12A1YXXe
CoAP-F05-R602,CoAP,5,602,Yo7EaSFVt7cGkQBD3WBB
CoAP-F05-R603,CoAP,5,603,otIfjMGPbk9sBdPaqqoG
CoAP-F05-R604,CoAP,5,604,mqQTouuoyC0PRnsLSEUh
CoAP-F05-R605,CoAP,5,605,pz6Spd6qVaLg7rXA7tK5
CoAP-F05-R606,CoAP,5,606,3fgKq7wUrX2YiOuu572d
CoAP-F05-R607,CoAP,5,607,uhIfqyyXwxdRvyH0j5Gm
CoAP-F05-R608,CoAP,5,608,2FVHVzYO8MdN8Oayc2T2
CoAP-F05-R609,CoAP,5,609,yu5SdA3wPHnxO0DyJJll
CoAP-F05-R610,CoAP,5,610,fPqCGtVHCrp1Lm7evGQB
MQTT-F06-R601,MQTT,6,601,3ft0EshzwqaKuq7hgccx
MQTT-F06-R602,MQTT,6,602,vDxw8XU3bF7bD8ho9iLN
MQTT-F06-R603,MQTT,6,603,iy351rSthq72wb6BlFrL
MQTT-F06-R604,MQTT,6,604,C58WJRcmTE1Iq1INTJro
MQTT-F06-R605,MQTT,6,605,aldpr9dDHhwgQkWJqCyy
MQTT-F06-R606,MQTT,6,606,LqXokEDCtJNdBpVStNN8
MQTT-F06-R607,MQTT,6,607,8ZTfz3tA5iBtM72diRf2
MQTT-F06-R608,MQTT,6,608,zY5NrRigWyxXkwYksSL6
MQTT-F06-R609,MQTT,6,609,PvYMhXFQLOoX2YPitTZF
MQTT-F06-R610,MQTT,6,610,OrflSyBX4oBxljfyVLVW
CoAP-F06-R701,CoAP,6,701,1C15hxBt1wYF0mktpIsQ
CoAP-F06-R702,CoAP,6,702,WDzN5va8AgQlbWxNaNDC
CoAP-F06-R703,CoAP,6,703,fVgRwHudWwvS7HmrKnpE
CoAP-F06-R704,CoAP,6,704,Ct26aV7zmz2IBmOfyUge
CoAP-F06-R705,CoAP,6,705,Ue6AHivElR3B7fF20BqV
CoAP-F06-R706,CoAP,6,706,DSQesAzVPC12IQNMrtAR
CoAP-F06-R707,CoAP,6,707,sgEPVOP43cKcQtiU1pZY
CoAP-F06-R708,CoAP,6,708,bAci8J3ZU13BAkqXDU4U
CoAP-F06-R709,CoAP,6,709,sabOXmduONYkfvmjmhAJ
CoAP-F06-R710,CoAP,6,710,Eyy8PWRDcEVkEjpCWBUK
MQTT-F07-R701,MQTT,7,701,GeSVAURnEY6PRPbyncvm
MQTT-F07-R702,MQTT,7,702,lKFq4rKXE2DK4uTp3Wsk
MQTT-F07-R703,MQTT,7,703,1sg21qr3iC8npeWlDDrD
MQTT-F07-R704,MQTT,7,704,7a9tslXM2zHrHW2xvS6R
MQTT-F07-R705,MQTT,7,705,7lQ6av07sz1XecuAimrp
MQTT-F07-R706,MQTT,7,706,n9oGiJRsFUNq3RT42dR8
MQTT-F07-R707,MQTT,7,707,pzeW85RQLpcWYhesEyXh
MQTT-F07-R708,MQTT,7,708,dNzzvdS11fdX29Pbvs04
MQTT-F07-R709,MQTT,7,709,SUG7Prv6OLuNiXDqYwPA
MQTT-F07-R710,MQTT,7,710,tjjKMlFHkpSbakFNprr0
CoAP-F07-R801,CoAP,7,801,Y8GGjZ6SMtpl7g8Z9nrz
CoAP-F07-R802,CoAP,7,802,MOZ53AUNY2IiywULPW9k
CoAP-F07-R803,CoAP,7,803,S0UUv3HTlchRUzyF4Yzw
CoAP-F07-R804,CoAP,7,804,PWV7aIX5MTDT3NtX6aYj
CoAP-F07-R805,CoAP,7,805,2npioVJd4QYS6VS60ToC
CoAP-F07-R806,CoAP,7,806,FoIv27yjKRLv9PvCPnH7
CoAP-F07-R807,CoAP,7,807,4sRzOrf2Ahtqi1yztaFt
CoAP-F07-R808,CoAP,7,808,08E9homgArdMWK13yuOh
CoAP-F07-R809,CoAP,7,809,LHWJ6fBfWo0Tw5a0oAZA
CoAP-F07-R810,CoAP,7,810,xIM5BWQTLNClGaPAXIn3
MQTT-F08-R801,MQTT,8,801,XxOdmixKZhkIcA4pheAJ
MQTT-F08-R802,MQTT,8,802,9OWzk8kxZYn48yhaFAag
MQTT-F08-R803,MQTT,8,803,tl6v47K0daPZS994A1Na
MQTT-F08-R804,MQTT,8,804,WeVCDOo3LkszGOxtngsH
MQTT-F08-R805,MQTT,8,805,FEowrvTD2V1tLMC20ztY
MQTT-F08-R806,MQTT,8,806,ZeLm27yXF8N6bo8q7Zne
MQTT-F08-R807,MQTT,8,807,4sarowBzRx0jfNrlulsj
MQTT-F08-R808,MQTT,8,808,ZiIfkkrDXLGODS34uOZd
MQTT-F08-R809,MQTT,8,809,y1Q1qYzwqpSTXk0tKimE
MQTT-F08-R810,MQTT,8,810,L5mCyrTjkYCCXam3h7TG
CoAP-F08-R901,CoAP,8,901,Mke4dhAspz7RhaUUZsDm
CoAP-F08-R902,CoAP,8,902,Ld8yH6rimSCvAJMSx6ra
CoAP-F08-R903,CoAP,8,903,3mEpTWRHjxGGS7zV1tmh
CoAP-F08-R904,CoAP,8,904,6FPkiK1IJtPtfRSonIZ0
CoAP-F08-R905,CoAP,8,905,h1OVL3VhfwpbpOQimWLy
CoAP-F08-R906,CoAP,8,906,3ttzkbNTXfFWk3vkVuks
CoAP-F08-R907,CoAP,8,907,sLj5spllbno7DiRx3SWO
CoAP-F08-R908,CoAP,8,908,IyVZJWScYjAulCsp6Cnk
CoAP-F08-R909,CoAP,8,909,bLpfZXa7A3yYjRsni95A
CoAP-F08-R910,CoAP,8,910,riPez8hCpEQxLX1of9OZ
MQTT-F09-R901,MQTT,9,901,tiSKfTa0wRl8DfAIWBN8
MQTT-F09-R902,MQTT,9,902,8gNnbwPy7y5ccZFk9fuv
MQTT-F09-R903,MQTT,9,903,XGEZXwPCe4xCrdw82thc
MQTT-F09-R904,MQTT,9,904,u8mMz53w1jwUegxEi6FR
MQTT-F09-R905,MQTT,9,905,04XbRkfdLdkZ2evZu4YH
MQTT-F09-R906,MQTT,9,906,YD4SsxULqGzvemnFegva
MQTT-F09-R907,MQTT,9,907,fNQYliH5UQICHGqJXrTi
MQTT-F09-R908,MQTT,9,908,U5ysNy7hpzPIK4dm5UXV
MQTT-F09-R909,MQTT,9,909,4q68JzIpdFP7BgEOKB95
MQTT-F09-R910,MQTT,9,910,5KSU8QvgjaBnj4qu1KqZ
CoAP-F09-R1001,CoAP,9,1001,ooGSsD9LgUW8P7SYPExh
CoAP-F09-R1002,CoAP,9,1002,xncfWszWVWD74agDgxld
CoAP-F09-R1003,CoAP,9,1003,9k2mkPdZaKpEVYaj9i8R
CoAP-F09-R1004,CoAP,9,1004,eFYblM4gC8SAbvO5IVK5
CoAP-F09-R1005,CoAP,9,1005,uMQcf27kH6PPLYuZPVDT
CoAP-F09-R1006,CoAP,9,1006,dZmyCxfUT27GdrMUVs8B
CoAP-F09-R1007,CoAP,9,1007,dDG5KlZjKEjbK5BFpZTO
CoAP-F09-R1008,CoAP,9,1008,OgbDdnTnLVKO7g3TMJM9
CoAP-F09-R1009,CoAP,9,1009,FyyA0pB49yN6SViAZV1O
CoAP-F09-R1010,CoAP,9,1010,Af8OYEx7ghpXp0PmoUN8
MQTT-F10-R1001,MQTT,10,1001,MsNYPHAfLi0At27c1Ld4
MQTT-F10-R1002,MQTT,10,1002,vSqjOMZnyvTeHS7fbTE8
MQTT-F10-R1003,MQTT,10,1003,9ZVUEUWwCPxhOsxEYlLO
MQTT-F10-R1004,MQTT,10,1004,HO3J842uQlTNAptg5o4K
MQTT-F10-R1005,MQTT,10,1005,080OwKivihT2RJAPpHxX
MQTT-F10-R1006,MQTT,10,1006,61eQSUdSiizdQzrAreVD
MQTT-F10-R1007,MQTT,10,1007,2VO2mwb7mVrsaavz2LyU
MQTT-F10-R1008,MQTT,10,1008,xiEiyFyzmMsEnEH6FCuj
MQTT-F10-R1009,MQTT,10,1009,h23JKDIYnLmJDac2CrnP
MQTT-F10-R1010,MQTT,10,1010,SodHnTP7FVV4GVFG5l9l
CoAP-F10-R1101,CoAP,10,1101,Xvx4hAvdprq1NR1jF1eK
CoAP-F10-R1102,CoAP,10,1102,U4Q50kNOeH2OeGTHW63A
CoAP-F10-R1103,CoAP,10,1103,a0JMAZFvRMAZy2QVgBjT
CoAP-F10-R1104,CoAP,10,1104,TlpuQVa1omCTJqb7pn3O
CoAP-F10-R1105,CoAP,10,1105,mhPCYoEjw94zFOc9WpBH
CoAP-F10-R1106,CoAP,10,1106,hu3IOOF9w5q2gU4D7WQD
CoAP-F10-R1107,CoAP,10,1107,wMO15Dtxgwl67pBWZ804
CoAP-F10-R1108,CoAP,10,1108,ihz3JZyiEVhCYpkTjxLG
CoAP-F10-R1109,CoAP,10,1109,KhmsyTbMipiYBktnGGev
CoAP-F10-R1110,CoAP,10,1110,GwIbOsnOcbAqmFB8NuP0
